AA-1221-MCO-ORD	12/02/2011 08:00 PM	12/02/2011 08:07 PM	15	12/02/2011 09:50 PM	12/02/2011 09:37 PM	H11B
UA-397-JFK-SFO	Fri, Dec 2 8:00 AM	Fri, Dec 2 7:54 AM	12	Fri, Dec 2 11:55 AM	Fri, Dec 2 10:55 AM	84
UA-2704-DTW-PHX	Fri, Dec 2 11:15 AM	Fri, Dec 2 11:15 AM	D14	Fri, Dec 2 1:40 PM	Fri, Dec 2 1:40 PM	A6
UA-2515-DFW-CLT	Fri, Dec 2 7:05 AM	Fri, Dec 2 7:05 AM	E36	Fri, Dec 2 10:31 AM	Fri, Dec 2 10:43 AM	B10
UA-3373-IAD-PHL	Fri, Dec 2 8:29 AM	Fri, Dec 2 8:25 AM	A5D	Fri, Dec 2 9:24 AM	Fri, Dec 2 9:08 AM	D7
UA-2906-PHL-MCO	Fri, Dec 2 3:50 PM	Fri, Dec 2 3:50 PM            Delayed	B13	Fri, Dec 2 6:23 PM	Fri, Dec 2 6:18 PM	58
UA-938-DEN-ORD	Fri, Dec 2 4:16 PM	Fri, Dec 2 4:16 PM	B32	Fri, Dec 2 7:35 PM	Fri, Dec 2 7:17 PM	C26
UA-3099-PHX-PHL	Fri, Dec 2 11:55 AM	Fri, Dec 2 12:05 PM	B13	Fri, Dec 2 6:17 PM	Fri, Dec 2 5:53 PM	A10
UA-3925-IAD-ORF	Fri, Dec 2 8:41 AM	Fri, Dec 2 8:36 AM	A2A	Fri, Dec 2 9:54 AM	Fri, Dec 2 9:42 AM	--
UA-5487-SFO-MRY	Fri, Dec 2 10:39 AM	Fri, Dec 2 10:31 AM	87A	Fri, Dec 2 11:19 AM	Fri, Dec 2 11:17 AM	--
UA-3050-PHX-CLT	Fri, Dec 2 11:05 AM	Fri, Dec 2 11:05 AM	A11	Fri, Dec 2 4:57 PM	Fri, Dec 2 4:44 PM	B5
UA-828-SFO-ORD	Fri, Dec 2 11:08 PM	Fri, Dec 2 11:08 PM            On Time	74	Sat, Dec 3 5:11 AM	Sat, Dec 3 5:11 AM	B11
UA-2830-MCO-CLT	Fri, Dec 2 3:27 PM	Fri, Dec 2 3:27 PM	57	Fri, Dec 2 5:05 PM	Fri, Dec 2 4:59 PM	C12
UA-37-EWR-MCO	Fri, Dec 2 1:29 PM	Fri, Dec 2 1:42 PM            Delayed	C73	Fri, Dec 2 4:17 PM	Fri, Dec 2 4:20 PM	39
UA-37-EDI-EWR	Fri, Dec 2 9:05 AM	Fri, Dec 2 11:29 AM	--	Fri, Dec 2 11:53 AM	Fri, Dec 2 2:56 PM	B56
UA-2708-EWR-CLT	Fri, Dec 2 2:55 PM	Fri, Dec 2 2:55 PM	A37	Fri, Dec 2 4:53 PM	Fri, Dec 2 4:32 PM	C15
UA-233-LAX-JFK	Fri, Dec 2 4:25 PM	Fri, Dec 2 4:25 PM	76	Sat, Dec 3 12:29 AM	Sat, Dec 3 12:29 AM	9
UA-2726-FLL-PHL	Fri, Dec 2 4:00 PM	Fri, Dec 2 4:00 PM	E3	Fri, Dec 2 6:46 PM	Fri, Dec 2 6:30 PM	B6
UA-2945-PHL-CLT	Fri, Dec 2 12:00 AM	Fri, Dec 2 5:11 AM	B9	Fri, Dec 2 1:45 PM	Fri, Dec 2 1:26 PM	C8
UA-6273-YYC-SFO	Fri, Dec 2 7:35 AM	Fri, Dec 2 7:30 AM	--	Fri, Dec 2 9:43 AM	Fri, Dec 2 8:59 AM	76B
UA-2314-ATL-PHL	Fri, Dec 2 2:55 PM	Fri, Dec 2 2:55 PM	D23	Fri, Dec 2 5:00 PM	Fri, Dec 2 4:56 PM	A12
UA-382-IAD-LAX	Fri, Dec 2 12:40 PM	Fri, Dec 2 12:41 PM            Delayed	C17	Fri, Dec 2 3:29 PM	Fri, Dec 2 3:20 PM	75B
UA-382-IAD-LAX	Fri, Dec 2 12:40 PM	Fri, Dec 2 12:41 PM            Delayed	C17	Fri, Dec 2 3:29 PM	Fri, Dec 2 3:24 PM	75B
UA-858-PVG-SFO	Fri, Dec 2 1:45 PM	Fri, Dec 2 1:35 PM	75	Fri, Dec 2 8:27 AM	Fri, Dec 2 8:06 AM	97
UA-854-SFO-IAH	Fri, Dec 2 7:53 AM	Fri, Dec 2 7:50 AM	86	Fri, Dec 2 1:39 PM	Fri, Dec 2 1:32 PM	C16
CO-16-LAX-EWR	Fri., Dec.02, 2011 10:25 a.m.	Fri., Dec.02, 2011 10:28 a.m.		Fri., Dec.02, 2011 6:44 p.m.	Fri., Dec.02, 2011 6:42 p.m.	
CO-1193-EWR-MCO	Fri., Dec.02, 2011 9:15 a.m.	Fri., Dec.02, 2011 9:12 a.m.		Fri., Dec.02, 2011 12:18 p.m.	Fri., Dec.02, 2011 12:22 p.m.	
CO-1614-LAX-IAH	Fri., Dec.02, 2011 12:30 a.m.	Fri., Dec.02, 2011 12:44 a.m.		Fri., Dec.02, 2011 5:35 a.m.	Fri., Dec.02, 2011 5:46 a.m.	
CO-45-EWR-MIA	Fri., Dec.02, 2011 4:00 p.m.	Fri., Dec.02, 2011 4:13 p.m.		Fri., Dec.02, 2011 7:05 p.m.	Fri., Dec.02, 2011 7:01 p.m.	
CO-63-EWR-IAH	Fri., Dec.02, 2011 5:25 p.m.	Fri., Dec.02, 2011 5:26 p.m.		Fri., Dec.02, 2011 8:22 p.m.	Fri., Dec.02, 2011 8:29 p.m.	
CO-50-CLE-EWR	Fri., Dec.02, 2011 2:55 p.m.	Fri., Dec.02, 2011 3:46 p.m.		Fri., Dec.02, 2011 4:49 p.m.	Fri., Dec.02, 2011 5:26 p.m.	
CO-1561-PHX-IAH	Fri., Dec.02, 2011 8:05 a.m.	Fri., Dec.02, 2011 8:03 a.m.		Fri., Dec.02, 2011 11:35 a.m.	Fri., Dec.02, 2011 11:33 a.m.	
CO-47-IAH-LAX	Fri., Dec.02, 2011 7:10 p.m.	Fri., Dec.02, 2011 8:49 p.m.		Fri., Dec.02, 2011 8:56 p.m.	Fri., Dec.02, 2011 10:18 p.m.	
CO-1586-IAH-MCO	Fri., Dec.02, 2011 7:00 p.m.	Fri., Dec.02, 2011 7:13 p.m.		Fri., Dec.02, 2011 10:15 p.m.	Fri., Dec.02, 2011 10:25 p.m.	
CO-1694-LAX-IAH	Fri., Dec.02, 2011 7:15 p.m.	Fri., Dec.02, 2011 7:15 p.m.		Fri., Dec.02, 2011 12:21 a.m.	Fri., Dec.02, 2011 12:21 a.m.	
CO-4888-IAH-DAL	Fri., Dec.02, 2011 5:30 p.m.	Fri., Dec.02, 2011 5:30 p.m.		Fri., Dec.02, 2011 6:40 p.m.	Fri., Dec.02, 2011 7:05 p.m.	
CO-1088-CLE-IAH	Fri., Dec.02, 2011 8:40 a.m.	Fri., Dec.02, 2011 8:43 a.m.		Fri., Dec.02, 2011 10:54 a.m.	Fri., Dec.02, 2011 10:59 a.m.	
CO-58-DEN-IAH	Fri., Dec.02, 2011 11:25 a.m.	Fri., Dec.02, 2011 11:35 a.m.		Fri., Dec.02, 2011 2:50 p.m.	Fri., Dec.02, 2011 2:48 p.m.	
CO-1023-IAH-DEN	Fri., Dec.02, 2011 11:40 a.m.	Fri., Dec.02, 2011 12:00 p.m.		Fri., Dec.02, 2011 1:17 p.m.	Fri., Dec.02, 2011 1:18 p.m.	
CO-1250-MIA-IAH	Fri., Dec.02, 2011 2:53 p.m.	Fri., Dec.02, 2011 2:48 p.m.		Fri., Dec.02, 2011 4:48 p.m.	Fri., Dec.02, 2011 4:31 p.m.	
CO-62-IAH-EWR	Fri., Dec.02, 2011 2:30 p.m.	Fri., Dec.02, 2011 2:50 p.m.		Fri., Dec.02, 2011 7:03 p.m.	Fri., Dec.02, 2011 7:08 p.m.	
CO-52-IAH-LAX	Fri., Dec.02, 2011 7:35 a.m.	Fri., Dec.02, 2011 7:33 a.m.		Fri., Dec.02, 2011 9:21 a.m.	Fri., Dec.02, 2011 9:26 a.m.	
CO-89-IAH-EWR	Fri., Dec.02, 2011 6:00 a.m.	Fri., Dec.02, 2011 5:58 a.m.		Fri., Dec.02, 2011 10:20 a.m.	Fri., Dec.02, 2011 10:14 a.m.	
CO-1090-BOS-IAH	Fri., Dec.02, 2011 9:45 a.m.	Fri., Dec.02, 2011 9:43 a.m.		Fri., Dec.02, 2011 1:16 p.m.	Fri., Dec.02, 2011 1:17 p.m.	
