aa	AA-1007-TPA-MIA	December 13, 2011               01:55 PM    	December 13, 2011               02:21 PM    	 F77	December 13, 2011               03:00 PM    	December 13, 2011               03:19 PM    	 D10    
ua	UA-4642-IAH-AMA	Tue, Dec 13 6:20 PM	Tue, Dec 13 6:20 PM	B75	Tue, Dec 13 8:03 PM	Tue, Dec 13 8:03 PM	3
airtravelcenter	UA-4642-IAH-AMA	12/13/11 6:20 PM (-06:00)			12/13/11 8:03 PM (-06:00)		
myrateplan	UA-4642-IAH-AMA	12/13/11 6:20 PM (-06:00)			12/13/11 8:03 PM (-06:00)		
helloflight	UA-4642-IAH-AMA	12/13/11 6:20 PM (-06:00)			12/13/11 8:03 PM (-06:00)		
flytecomm	UA-4642-IAH-AMA	12/13/11 6:20 PM (-06:00)			12/13/11 8:03 PM (-06:00)		
flights	UA-4642-IAH-AMA	06:20 PM  Tue 13-Dec-2011			08:03 PM  Tue 13-Dec-2011		
businesstravellogue	UA-4642-IAH-AMA	06:20 PM  Tue 13-Dec-2011			08:03 PM  Tue 13-Dec-2011		
flylouisville	UA-4642-IAH-AMA	06:20 PM  Tue 13-Dec-2011			08:03 PM  Tue 13-Dec-2011		
flightstats	UA-4642-IAH-AMA	2011-12-13 6:20 PM	2011-12-13 6:20 PM (Estimated)		2011-12-13 8:03 PM	2011-12-13 8:03 PM (Estimated)	
quicktrip	UA-4642-IAH-AMA	2011-12-13 6:20 PM	2011-12-13 6:20 PM (Estimated)		2011-12-13 8:03 PM	2011-12-13 8:03 PM (Estimated)	
world-flight-tracker	UA-4642-IAH-AMA	2011-12-13 6:20 PM	2011-12-13 6:20 PM (Estimated)		2011-12-13 8:03 PM	2011-12-13 8:03 PM (Estimated)	
flightview	UA-4642-IAH-AMA	6:20 PM, Dec 13		Term B - B75	8:03 PM, Dec 13		Main Term - 3
panynj	UA-4642-IAH-AMA	6:20 PM, Dec 13		Term B - B75	8:03 PM, Dec 13		Main Term - 3
gofox	UA-4642-IAH-AMA	6:20 PM, Dec 13			8:03 PM, Dec 13		
foxbusiness	UA-4642-IAH-AMA	6:20 PM, Dec 13		Term B - B75	8:03 PM, Dec 13		Main Term - 3
allegiantair	UA-4642-IAH-AMA	6:20 PM, Dec 13		Term B - B75	8:03 PM, Dec 13		Main Term - 3
boston	UA-4642-IAH-AMA	6:20 PM, Dec 13	Not Available		8:03 PM, Dec 13	Not Available	
travelocity	UA-4642-IAH-AMA	Dec 13 - 6:20pm	Dec 13 - Contact Airline	Not provided by airline	Dec 13 - 8:03pm	Dec 13 - Contact Airline	Not provided by airline
orbitz	UA-4642-IAH-AMA	6:20pDec 13		 B75	8:03pDec 13		 3
ifly	UA-4642-IAH-AMA	2011-12-13 6:20 PM	2011-12-13 6:20 PM (Estimated)		2011-12-13 8:03 PM	2011-12-13 8:03 PM (Estimated)	
usatoday	UA-4642-IAH-AMA	6:20 PM, Dec 13	Not Available		8:03 PM, Dec 13	Not Available	
mytripandmore	UA-4642-IAH-AMA	6:20pDec 13		 B75	8:03pDec 13		 3
flightarrival	UA-4642-IAH-AMA	6:20 PM, Dec 13	Not Available		8:03 PM, Dec 13	Not Available	
ua	UA-432-SFO-ORD	Tue, Dec 13 6:00 AM	Tue, Dec 13 6:15 AM	82	Tue, Dec 13 12:18 PM	Tue, Dec 13 11:56 AM	C17
flightexplorer	UA-432-SFO-ORD		12/13/2011 6:29AM PST			12/13/2011 11:52AM CST	
airtravelcenter	UA-432-SFO-ORD		12/13/11 6:31 AM (-08:00)			12/13/11 11:52 AM (-06:00)	
myrateplan	UA-432-SFO-ORD		12/13/11 6:31 AM (-08:00)			12/13/11 11:52 AM (-06:00)	
helloflight	UA-432-SFO-ORD		12/13/11 6:31 AM (-08:00)			12/13/11 11:52 AM (-06:00)	
flytecomm	UA-432-SFO-ORD		12/13/11 6:31 AM (-08:00)			12/13/11 11:52 AM (-06:00)	
flights	UA-432-SFO-ORD		2011-12-13 06:15 AM	82		2011-12-13 11:56 AM	C17
businesstravellogue	UA-432-SFO-ORD		2011-12-13 06:15 AM	82		2011-12-13 11:56 AM	C17
flylouisville	UA-432-SFO-ORD		2011-12-13 06:15 AM	82		2011-12-13 11:56 AM	C17
flightview	UA-432-SFO-ORD		6:31 AMDec 13			11:56 AMDec 13	
panynj	UA-432-SFO-ORD		6:31 AMDec 13			11:56 AMDec 13	
gofox	UA-432-SFO-ORD		6:31 AMDec 13			11:56 AMDec 13	
foxbusiness	UA-432-SFO-ORD		6:31 AMDec 13			11:56 AMDec 13	
allegiantair	UA-432-SFO-ORD		6:31 AMDec 13			11:56 AMDec 13	
boston	UA-432-SFO-ORD		6:31 AMDec 13			11:51 AMDec 13	
travelocity	UA-432-SFO-ORD	Dec 13 - Not Available	Dec 13 - 6:30am	82	Dec 13 - Not Available	Dec 13 - 11:56am	C17
orbitz	UA-432-SFO-ORD	6:15aDec 13	6:30aDec 13	 82	12:18pDec 13	11:56aDec 13	 C17
weather	UA-432-SFO-ORD	2011-12-13 06:00 AM			2011-12-13 12:18 PM		
ord	UA-432-SFO-ORD	2011-12-13 6:00 AM		82	2011-12-13 12:18 PM		C17
usatoday	UA-432-SFO-ORD	2011-12-13 06:00 AM			2011-12-13 12:18 PM		
mytripandmore	UA-432-SFO-ORD	Dec 13 - Not Available	Dec 13 - 6:30am	82	Dec 13 - Not Available	Dec 13 - 11:56am	C17
flightarrival	UA-432-SFO-ORD	2011-12-13 06:00 AM			2011-12-13 12:18 PM		
CO	CO-4461-EWR-CVG	Tue., Dec.13, 2011 1:55 p.m.	Tue., Dec.13, 2011 1:50 p.m.		Tue., Dec.13, 2011 4:00 p.m.	Tue., Dec.13, 2011 3:40 p.m.	
airtravelcenter	CO-4461-EWR-CVG	12/13/11 1:55 PM (-05:00)			12/13/11 4:00 PM (-05:00)		
myrateplan	CO-4461-EWR-CVG	12/13/11 1:55 PM (-05:00)			12/13/11 4:00 PM (-05:00)		
helloflight	CO-4461-EWR-CVG	12/13/11 1:55 PM (-05:00)			12/13/11 4:00 PM (-05:00)		
flytecomm	CO-4461-EWR-CVG	12/13/11 1:55 PM (-05:00)			12/13/11 4:00 PM (-05:00)		
flights	CO-4461-EWR-CVG		2011-12-13 01:50 PM	27A		2011-12-13 03:40 PM	2
businesstravellogue	CO-4461-EWR-CVG		2011-12-13 01:50 PM	27A		2011-12-13 03:40 PM	2
flylouisville	CO-4461-EWR-CVG		2011-12-13 01:50 PM	27A		2011-12-13 03:40 PM	2
flightstats	CO-4461-EWR-CVG	2011-12-13 1:55 PM	2011-12-13 1:50 PM		2011-12-13 4:00 PM	2011-12-13 3:40 PM	
quicktrip	CO-4461-EWR-CVG	2011-12-13 1:55 PM	2011-12-13 1:50 PM		2011-12-13 4:00 PM	2011-12-13 3:40 PM	
flightview	CO-4461-EWR-CVG		1:59 PMDec 13			3:40 PMDec 13	
panynj	CO-4461-EWR-CVG		1:59 PMDec 13			3:40 PMDec 13	
gofox	CO-4461-EWR-CVG		1:59 PMDec 13			3:40 PMDec 13	
foxbusiness	CO-4461-EWR-CVG		1:59 PMDec 13			3:40 PMDec 13	
allegiantair	CO-4461-EWR-CVG		1:59 PMDec 13			3:40 PMDec 13	
boston	CO-4461-EWR-CVG		1:59 PMDec 13			3:40 PMDec 13	
orbitz	CO-4461-EWR-CVG	1:55pDec 13	1:50pDec 13	 -	4:00pDec 13	3:40pDec 13	 -
weather	CO-4461-EWR-CVG	2011-12-13 01:55 PM			2011-12-13 04:00 PM		
ifly	CO-4461-EWR-CVG	2011-12-13 1:55 PM	2011-12-13 1:50 PM		2011-12-13 4:00 PM	2011-12-13 3:40 PM	
flightarrival	CO-4461-EWR-CVG		1:59 PMDec 13			3:40 PMDec 13	
ua	UA-581-DEN-IAD	Tue, Dec 13 8:36 AM	Tue, Dec 13 8:32 AM	B31	Tue, Dec 13 1:52 PM	Tue, Dec 13 1:44 PM	C19
flightexplorer	UA-581-DEN-IAD		12/13/2011 8:50AM MST			12/13/2011 1:29PM EST	
airtravelcenter	UA-581-DEN-IAD		12/13/11 8:50 AM (-07:00)			12/13/11 1:29 PM (-05:00)	
myrateplan	UA-581-DEN-IAD		12/13/11 8:50 AM (-07:00)			12/13/11 1:29 PM (-05:00)	
helloflight	UA-581-DEN-IAD		12/13/11 8:50 AM (-07:00)			12/13/11 1:29 PM (-05:00)	
flytecomm	UA-581-DEN-IAD		12/13/11 8:50 AM (-07:00)			12/13/11 1:29 PM (-05:00)	
flightaware	UA-581-DEN-IAD	2011-12-13 08:36AM MST	2011-12-13 08:50AM MST	 B31 	2011-12-13 01:28PM EST	2011-12-13 01:36PM EST	 C19 
wunderground	UA-581-DEN-IAD	2011-12-13 08:36AM MST	2011-12-13 08:50AM MST	 B31 	2011-12-13 01:28PM EST	2011-12-13 01:36PM EST	 C19 
flights	UA-581-DEN-IAD	08:36 AM  Tue 13-Dec-2011	08:32 AM  Tue 13-Dec-2011	B31	01:52 PM  Tue 13-Dec-2011	01:44 PM  Tue 13-Dec-2011	C19
businesstravellogue	UA-581-DEN-IAD	08:36 AM  Tue 13-Dec-2011	08:32 AM  Tue 13-Dec-2011	B31	01:52 PM  Tue 13-Dec-2011	01:44 PM  Tue 13-Dec-2011	C19
flylouisville	UA-581-DEN-IAD	08:36 AM  Tue 13-Dec-2011	08:32 AM  Tue 13-Dec-2011	B31	01:52 PM  Tue 13-Dec-2011	01:44 PM  Tue 13-Dec-2011	C19
flightstats	UA-581-DEN-IAD	2011-12-13 8:36 AM	2011-12-13 8:32 AM		2011-12-13 1:52 PM	2011-12-13 1:44 PM	
quicktrip	UA-581-DEN-IAD	2011-12-13 8:36 AM	2011-12-13 8:32 AM		2011-12-13 1:52 PM	2011-12-13 1:44 PM	
world-flight-tracker	UA-581-DEN-IAD	2011-12-13 8:36 AM	2011-12-13 8:32 AM		2011-12-13 1:52 PM	2011-12-13 1:44 PM	
flightview	UA-581-DEN-IAD	8:36 AM, Dec 13	8:50 AM, Dec 13	B31	1:52 PM, Dec 13	1:44 PM, Dec 13	C19
panynj	UA-581-DEN-IAD	8:36 AM, Dec 13	8:50 AM, Dec 13	B31	1:52 PM, Dec 13	1:44 PM, Dec 13	C19
gofox	UA-581-DEN-IAD	8:36 AM, Dec 13	8:50 AM, Dec 13		1:52 PM, Dec 13	1:44 PM, Dec 13	
foxbusiness	UA-581-DEN-IAD	8:36 AM, Dec 13	8:50 AM, Dec 13	B31	1:52 PM, Dec 13	1:44 PM, Dec 13	C19
allegiantair	UA-581-DEN-IAD	8:36 AM, Dec 13	8:50 AM, Dec 13	B31	1:52 PM, Dec 13	1:44 PM, Dec 13	C19
boston	UA-581-DEN-IAD	8:36 AM, Dec 13	8:50 AM, Dec 13		1:52 PM, Dec 13	1:41 PM, Dec 13	
travelocity	UA-581-DEN-IAD	Dec 13 - Not Available	Dec 13 - 8:48am	B31	Dec 13 - Not Available	Dec 13 - 1:44pm	C19
orbitz	UA-581-DEN-IAD	8:36aDec 13	8:32aDec 13	 B31	1:52pDec 13	1:44pDec 13	 C19
weather	UA-581-DEN-IAD	2011-12-13 08:36 AM	2011-12-13 08:50 AM		2011-12-13 01:52 PM	2011-12-13 01:36 PM	
den	UA-581-DEN-IAD	2011-12-13 8:36 AM		B31			
iad	UA-581-DEN-IAD				2011-12-13 13:52 	2011-12-13 13:42 	
usatoday	UA-581-DEN-IAD	8:36 AM, Dec 13	8:50 AM, Dec 13		1:52 PM, Dec 13	1:41 PM, Dec 13	
mytripandmore	UA-581-DEN-IAD	8:36aDec 13	8:32aDec 13	 B31	1:52pDec 13	1:44pDec 13	 C19
flightarrival	UA-581-DEN-IAD	8:36 AM, Dec 13	8:50 AM, Dec 13		1:52 PM, Dec 13	1:41 PM, Dec 13	
ua	UA-6156-ORD-ICT	Tue, Dec 13 12:20 PM	Tue, Dec 13 12:14 PM            On Time	F4B	Tue, Dec 13 2:11 PM	Tue, Dec 13 2:15 PM	--
airtravelcenter	UA-6156-ORD-ICT	12/13/11 12:20 PM (-06:00)			12/13/11 2:11 PM (-06:00)		
myrateplan	UA-6156-ORD-ICT	12/13/11 12:20 PM (-06:00)			12/13/11 2:11 PM (-06:00)		
helloflight	UA-6156-ORD-ICT	12/13/11 12:20 PM (-06:00)			12/13/11 2:11 PM (-06:00)		
flytecomm	UA-6156-ORD-ICT	12/13/11 12:20 PM (-06:00)			12/13/11 2:11 PM (-06:00)		
flightaware	UA-6156-ORD-ICT	2011-12-13 12:20PM CST	2011-12-13 12:33PM CST	 F4B 	2011-12-13 02:24PM CST	2011-12-13 02:12PM CST	
wunderground	UA-6156-ORD-ICT	2011-12-13 12:20PM CST	2011-12-13 12:33PM CST	 F4B 	2011-12-13 02:24PM CST	2011-12-13 02:12PM CST	
flights	UA-6156-ORD-ICT		2011-12-13 12:14 PM	F4B		2011-12-13 02:15 PM	
businesstravellogue	UA-6156-ORD-ICT		2011-12-13 12:14 PM	F4B		2011-12-13 02:15 PM	
flylouisville	UA-6156-ORD-ICT		2011-12-13 12:14 PM	F4B		2011-12-13 02:15 PM	
flightview	UA-6156-ORD-ICT		12:34 PMDec 13			2:15 PMDec 13	
panynj	UA-6156-ORD-ICT		12:34 PMDec 13			2:15 PMDec 13	
gofox	UA-6156-ORD-ICT		12:34 PMDec 13			2:15 PMDec 13	
foxbusiness	UA-6156-ORD-ICT		12:34 PMDec 13			2:15 PMDec 13	
allegiantair	UA-6156-ORD-ICT		12:34 PMDec 13			2:15 PMDec 13	
boston	UA-6156-ORD-ICT		12:34 PMDec 13			2:18 PMDec 13	
orbitz	UA-6156-ORD-ICT	12:20pDec 13	12:14pDec 13	 F4B	2:11pDec 13	2:15pDec 13	 -
ord	UA-6156-ORD-ICT	2011-12-13 12:20 PM		F4B	2011-12-13 2:11 PM		 
usatoday	UA-6156-ORD-ICT		12:34 PMDec 13			2:18 PMDec 13	
flightwise	UA-6156-ORD-ICT	2011-12-13 12:20PM CST	2011-12-13 12:33PM CST	 F4B 	2011-12-13 02:24PM CST	2011-12-13 02:12PM CST	
flightarrival	UA-6156-ORD-ICT		12:34 PMDec 13			2:18 PMDec 13	
ua	UA-2708-EWR-CLT	Tue, Dec 13 2:55 PM	Tue, Dec 13 2:55 PM	A37	Tue, Dec 13 4:53 PM	Tue, Dec 13 4:29 PM	C13
airtravelcenter	UA-2708-EWR-CLT		12/13/11 3:06 PM (-05:00)			12/13/11 4:26 PM (-05:00)	
myrateplan	UA-2708-EWR-CLT		12/13/11 3:06 PM (-05:00)			12/13/11 4:26 PM (-05:00)	
helloflight	UA-2708-EWR-CLT		12/13/11 3:06 PM (-05:00)			12/13/11 4:26 PM (-05:00)	
flytecomm	UA-2708-EWR-CLT		12/13/11 3:06 PM (-05:00)			12/13/11 4:26 PM (-05:00)	
flights	UA-2708-EWR-CLT		2011-12-13 02:50 PM	37		2011-12-13 04:29 PM	C13
businesstravellogue	UA-2708-EWR-CLT		2011-12-13 02:50 PM	37		2011-12-13 04:29 PM	C13
flylouisville	UA-2708-EWR-CLT		2011-12-13 02:50 PM	37		2011-12-13 04:29 PM	C13
flightstats	UA-2708-EWR-CLT	2011-12-13 2:55 PM	2011-12-13 2:50 PM		2011-12-13 4:53 PM	2011-12-13 4:29 PM	
quicktrip	UA-2708-EWR-CLT	2011-12-13 2:55 PM	2011-12-13 2:50 PM		2011-12-13 4:53 PM	2011-12-13 4:29 PM	
flightview	UA-2708-EWR-CLT		3:06 PMDec 13			4:27 PMDec 13	
panynj	UA-2708-EWR-CLT		3:06 PMDec 13			4:27 PMDec 13	
gofox	UA-2708-EWR-CLT		3:06 PMDec 13			4:27 PMDec 13	
foxbusiness	UA-2708-EWR-CLT		3:06 PMDec 13			4:27 PMDec 13	
allegiantair	UA-2708-EWR-CLT		3:06 PMDec 13			4:27 PMDec 13	
boston	UA-2708-EWR-CLT		3:06 PMDec 13			4:27 PMDec 13	
travelocity	UA-2708-EWR-CLT	Dec 13 - 2:55pm	Dec 13 - Contact Airline	Not provided by airline	Dec 13 - 4:53pm	Dec 13 - Contact Airline	Not provided by airline
orbitz	UA-2708-EWR-CLT	2:55pDec 13	2:50pDec 13	 A37	4:53pDec 13	4:29pDec 13	 C13
weather	UA-2708-EWR-CLT	2011-12-13 02:55 PM			2011-12-13 04:53 PM		
usatoday	UA-2708-EWR-CLT	2011-12-13 2:55 PM	2011-12-13 2:50 PM		2011-12-13 4:53 PM	2011-12-13 4:29 PM	
mytripandmore	UA-2708-EWR-CLT	2:55pDec 13	2:50pDec 13	 A37	4:53pDec 13	4:29pDec 13	 C13
CO	CO-53-LAX-IAH	Tue., Dec.13, 2011 2:40 p.m.	Tue., Dec.13, 2011 2:28 p.m.		Tue., Dec.13, 2011 7:48 p.m.	Tue., Dec.13, 2011 7:42 p.m.	
airtravelcenter	CO-53-LAX-IAH	12/13/11 2:40 PM (-08:00)			12/13/11 7:48 PM (-06:00)		
myrateplan	CO-53-LAX-IAH	12/13/11 2:40 PM (-08:00)			12/13/11 7:48 PM (-06:00)		
helloflight	CO-53-LAX-IAH	12/13/11 2:40 PM (-08:00)			12/13/11 7:48 PM (-06:00)		
flytecomm	CO-53-LAX-IAH	12/13/11 2:40 PM (-08:00)			12/13/11 7:48 PM (-06:00)		
flights	CO-53-LAX-IAH		2011-12-13 02:28 PM	62		2011-12-13 07:42 PM	44
businesstravellogue	CO-53-LAX-IAH		2011-12-13 02:28 PM	62		2011-12-13 07:42 PM	44
flylouisville	CO-53-LAX-IAH		2011-12-13 02:28 PM	62		2011-12-13 07:42 PM	44
flightstats	CO-53-LAX-IAH	2011-12-13 2:40 PM	2011-12-13 2:28 PM		2011-12-13 7:48 PM	2011-12-13 7:42 PM	
quicktrip	CO-53-LAX-IAH	2011-12-13 2:40 PM	2011-12-13 2:28 PM		2011-12-13 7:48 PM	2011-12-13 7:42 PM	
flightview	CO-53-LAX-IAH		2:46 PMDec 13			7:42 PMDec 13	
panynj	CO-53-LAX-IAH		2:46 PMDec 13			7:42 PMDec 13	
gofox	CO-53-LAX-IAH		2:46 PMDec 13			7:42 PMDec 13	
foxbusiness	CO-53-LAX-IAH		2:46 PMDec 13			7:42 PMDec 13	
allegiantair	CO-53-LAX-IAH		2:46 PMDec 13			7:42 PMDec 13	
boston	CO-53-LAX-IAH		2:46 PMDec 13			7:34 PMDec 13	
travelocity	CO-53-LAX-IAH	Dec 13 - 2:40pm	Dec 13 - 2:28pm	62	Dec 13 - 7:48pm	Dec 13 - 7:42pm	C-44
orbitz	CO-53-LAX-IAH	2:40pDec 13	2:28pDec 13	 62	7:48pDec 13	7:42pDec 13	 44
weather	CO-53-LAX-IAH	2011-12-13 02:40 PM			2011-12-13 07:48 PM		
mytripandmore	CO-53-LAX-IAH	2:40pDec 13	2:28pDec 13	 62	7:48pDec 13	7:42pDec 13	 44
flightarrival	CO-53-LAX-IAH	2011-12-13 02:40 PM			2011-12-13 07:48 PM		
CO	CO-1030-DEN-IAH	Tue., Dec.13, 2011 2:15 p.m.	Tue., Dec.13, 2011 2:19 p.m.		Tue., Dec.13, 2011 5:38 p.m.	Tue., Dec.13, 2011 5:44 p.m.	
airtravelcenter	CO-1030-DEN-IAH	12/13/11 2:15 PM (-07:00)			12/13/11 5:38 PM (-06:00)		
myrateplan	CO-1030-DEN-IAH	12/13/11 2:15 PM (-07:00)			12/13/11 5:38 PM (-06:00)		
helloflight	CO-1030-DEN-IAH	12/13/11 2:15 PM (-07:00)			12/13/11 5:38 PM (-06:00)		
flytecomm	CO-1030-DEN-IAH	12/13/11 2:15 PM (-07:00)			12/13/11 5:38 PM (-06:00)		
flights	CO-1030-DEN-IAH		2011-12-13 02:19 PM	B18		2011-12-13 05:44 PM	2
businesstravellogue	CO-1030-DEN-IAH		2011-12-13 02:19 PM	B18		2011-12-13 05:44 PM	2
flylouisville	CO-1030-DEN-IAH		2011-12-13 02:19 PM	B18		2011-12-13 05:44 PM	2
flightstats	CO-1030-DEN-IAH	2011-12-13 2:15 PM	2011-12-13 2:19 PM		2011-12-13 5:38 PM	2011-12-13 5:44 PM	
quicktrip	CO-1030-DEN-IAH	2011-12-13 2:15 PM	2011-12-13 2:19 PM		2011-12-13 5:38 PM	2011-12-13 5:44 PM	
flightview	CO-1030-DEN-IAH		2:31 PMDec 13			5:44 PMDec 13	
panynj	CO-1030-DEN-IAH		2:31 PMDec 13			5:44 PMDec 13	
gofox	CO-1030-DEN-IAH		2:31 PMDec 13			5:44 PMDec 13	
foxbusiness	CO-1030-DEN-IAH		2:31 PMDec 13			5:44 PMDec 13	
allegiantair	CO-1030-DEN-IAH		2:31 PMDec 13			5:44 PMDec 13	
boston	CO-1030-DEN-IAH		2:31 PMDec 13			5:36 PMDec 13	
travelocity	CO-1030-DEN-IAH	Dec 13 - 2:15pm	Dec 13 - 2:19pm	B18	Dec 13 - 5:38pm	Dec 13 - 5:44pm	E2
orbitz	CO-1030-DEN-IAH	2:15pDec 13	2:19pDec 13	 B18	5:38pDec 13	5:44pDec 13	 E2
weather	CO-1030-DEN-IAH	2011-12-13 02:15 PM			2011-12-13 05:38 PM		
den	CO-1030-DEN-IAH	2011-12-13 2:15 PM		B18			
ifly	CO-1030-DEN-IAH	2011-12-13 2:15 PM	2011-12-13 2:19 PM		2011-12-13 5:38 PM	2011-12-13 5:44 PM	
mytripandmore	CO-1030-DEN-IAH	Dec 13 - 2:15pm	Dec 13 - 2:19pm	B18	Dec 13 - 5:38pm	Dec 13 - 5:44pm	E2
flightarrival	CO-1030-DEN-IAH		2:31 PMDec 13			5:36 PMDec 13	
