223,4978,location,(41.961499265953364,1,1
224,4978,facilitytype,school,1,1
224,4978,facilitytype,restaurant,0,2
225,4978,dbaname,chicago waldorf school,1,1
226,5044,location,(41.892249163400116,1,1
227,5044,facilitytype,restaurant,1,1
228,5044,dbaname,giordanos navy pier,1,1
229,5181,location,(41.878014487249544,1,1
230,5181,facilitytype,restaurant,1,1
231,5181,dbaname,gateway newstand,1,1
232,5286,location,(41.91767649798009,1,1
233,5286,address,2003-2009 n western ave,0,1
233,5286,address,2003-2011 n western ave,1,2
234,5286,dbaname,lazos tacos,1,1
235,5359,location,(41.83827010545886,1,1
236,5359,address,420-422 w 31st st,1,1
237,5359,dbaname,chinese kitchen and sushi,1,1
238,5381,location,(41.73204913540182,1,1
239,5381,address,8940-8942 s stony island ave,0,2
239,5381,address,8940-8944 s stony island ave,1,1
240,5381,dbaname,family den,1,1
241,5396,location,(41.77110726848157,1,1
242,5396,address,4531-35 w marquette rd,0,2
242,5396,address,4531-4535 w marquette rd,1,1
243,5396,dbaname,supermercado los cuates,1,2
243,5396,dbaname,carniceria los cuates,0,1
244,5485,location,(41.8716986890444,1,1
245,5485,address,805-811 s state st bldg,0,1
245,5485,address,805 s state st,1,2
246,5485,dbaname,lou malnatis pizzeria,1,1
247,5536,location,(41.93300409973139,1,1
248,5536,address,420 1/2 w diversey pkwy,0,1
248,5536,address,420-422 w diversey pkwy,1,2
249,5536,dbaname,duffys tavern & grille,1,1
250,5552,location,(41.97192459527153,1,1
251,5552,facilitytype,restaurant,1,1
252,5552,dbaname,south-east asia center,1,1
253,5654,location,(41.75128530466005,1,1
254,5654,address,522 e 79th st,0,1
254,5654,address,522-524 e 79th st,1,2
255,5654,dbaname,caribbean spice,1,1
255,5654,dbaname,luversias family restaurant,0,2
256,5736,location,(41.88362128098054,1,1
257,5736,facilitytype,bakery,1,1
257,5736,facilitytype,restaurant,0,2
258,5736,dbaname,sugar bliss cake boutique,1,1
259,5751,location,(41.87279886935482,1,1
260,5751,facilitytype,restaurant,1,1
261,5751,dbaname,chicago hilton & towers,1,1
262,5823,location,(41.83827010545886,1,1
263,5823,address,420-422 w 31st st,1,1
264,5823,dbaname,chinese kitchen and sushi,1,1
265,6012,location,(41.884187507127805,1,1
266,6012,facilitytype,restaurant,1,1
267,6012,dbaname,beavers coffee & donuts,1,1
268,6080,location,(41.884187507127805,1,1
269,6080,facilitytype,restaurant,1,1
270,6080,dbaname,beavers coffee & donuts,1,1
271,6111,location,(41.9977653535896,1,1
272,6111,address,2548-2550 w devon ave,1,1
273,6111,dbaname,mysore woodlands,1,1
274,6126,location,(41.74988142522215,1,1
275,6126,facilitytype,restaurant,1,1
276,6126,dbaname,pathways to learning,1,1
277,6139,location,(41.91477744637897,1,1
278,6139,facilitytype,daycare (2 - 6 years),1,1
278,6139,facilitytype,restaurant,0,2
279,6139,dbaname,the chalkboard inc,1,1
280,6205,location,(41.91849213778706,1,1
281,6205,address,2008 n halsted st,1,1
282,6205,dbaname,subway,1,1
283,6274,location,(41.9845361933454,1,1
284,6274,address,5633-5635 n ashland ave,1,1
285,6274,dbaname,lalibela restaurant,1,1
286,6313,location,(41.83674601465663,1,1
287,6313,facilitytype,restaurant,1,1
288,6313,dbaname,panchos ice cream,1,1
289,6368,location,(42.00273166409286,1,1
290,6368,address,6727-6733 n olmsted ave,1,1
291,6368,dbaname,morettis,1,1
292,6473,location,(41.888096290381576,1,1
293,6473,facilitytype,restaurant,1,1
294,6473,dbaname,londonhouse hotel,1,1
295,6515,location,(41.89983492074242,1,1
296,6515,facilitytype,restaurant,1,1
297,6515,dbaname,waldorf astoria chicago,1,1
298,6620,location,(41.89896533484934,1,1
299,6620,facilitytype,school,0,1
299,6620,facilitytype,restaurant,1,2
300,6620,address,900 n north branch st,1,1
301,6620,dbaname,kendall college,1,1
302,6684,location,(41.892094136861786,1,1
303,6684,facilitytype,restaurant,1,1
304,6684,dbaname,completely nuts,1,1
305,6704,location,(41.892094136861786,1,1
306,6704,facilitytype,navy pier kiosk,1,1
306,6704,facilitytype,restaurant,0,2
307,6704,dbaname,completely nuts,1,1
308,6775,location,(41.88188622746245,1,1
309,6775,facilitytype,restaurant,1,1
310,6775,dbaname,lloyds chicago restaurant,1,1
311,6790,location,(41.99798375025185,1,1
312,6790,address,2032-2036 w devon ave,1,1
312,6790,address,2032-2034 w devon ave,0,2
313,6790,dbaname,ghareeb nawaz restaurant,1,1
314,6848,location,(41.91849213778706,1,1
315,6848,address,2008 n halsted st,1,1
316,6848,dbaname,subway,1,1
317,6882,location,(41.7943165619035,1,1
318,6882,address,305-307 e garfield,1,1
318,6882,address,305 e garfield blvd,0,2
319,6882,dbaname,currency exchange cafe,1,1
320,6886,location,(41.92259746567477,1,1
321,6886,address,2294 1/2 n milwaukee ave,0,1
321,6886,address,2294-94 1/2 n milwaukee ave,1,2
322,6886,dbaname,cozy corner diner and pancake house,1,1
323,6887,location,(41.7943165619035,1,1
324,6887,address,305 e garfield blvd,0,2
324,6887,address,305-307 e garfield,1,1
325,6887,dbaname,currency exchange cafe,1,1
326,6890,location,(42.00273166409286,1,1
327,6890,address,6727-6733 n olmsted ave,1,1
328,6890,dbaname,morettis,1,1
329,6974,location,(41.92259746567477,1,1
330,6974,address,2294-94 1/2 n milwaukee ave,1,2
330,6974,address,2294 1/2 n milwaukee ave,0,1
331,6974,dbaname,cozy corner diner and pancake house,1,1
332,7060,location,(41.89896533484934,1,1
333,7060,facilitytype,school,0,1
333,7060,facilitytype,restaurant,1,2
334,7060,address,900 n north branch,1,1
334,7060,address,900 n north branch st,0,2
335,7060,dbaname,the river walk at kendall,0,1
335,7060,dbaname,kendall college,1,2
336,7080,location,(41.89896533484934,1,1
337,7080,facilitytype,school,0,1
337,7080,facilitytype,college,1,2
337,7080,facilitytype,restaurant,0,3
338,7080,address,900 n north branch st,1,1
339,7080,dbaname,kendall college,1,1
340,7096,location,(41.99798375025185,1,1
341,7096,address,2032-2034 w devon ave,0,2
341,7096,address,2032-2036 w devon ave,1,1
342,7096,dbaname,ghareeb nawaz restaurant,1,1
343,7219,location,(41.931981578313795,1,1
344,7219,address,2815-2817 w diversey ave,1,1
345,7219,dbaname,l patron,1,1
346,7228,location,(41.87984160939149,1,1
347,7228,facilitytype,daycare (2 - 6 years),1,1
347,7228,facilitytype,restaurant,0,2
348,7228,dbaname,intercultural montessori language school,1,1
349,7240,location,(41.888096290381576,1,1
350,7240,facilitytype,restaurant,0,2
350,7240,facilitytype,banquet/kitchen,1,1
351,7240,dbaname,londonhouse hotel,1,1
352,7249,location,(41.87984160939149,1,1
353,7249,facilitytype,daycare (2 - 6 years),0,1
353,7249,facilitytype,school,1,2
353,7249,facilitytype,restaurant,0,3
354,7249,dbaname,intercultural montessori language school,1,1
355,7298,location,(41.77139058907717,1,1
356,7298,address,4308-4310 w marquette rd,1,1
357,7298,dbaname,mis tacos mexican food,1,1
358,7320,location,(41.888096290381576,1,1
359,7320,facilitytype,restaurant,1,1
360,7320,dbaname,londonhouse hotel,1,1
361,7420,location,(41.888096290381576,1,1
362,7420,facilitytype,banquet/kitchen,1,1
362,7420,facilitytype,restaurant,0,2
363,7420,dbaname,londonhouse hotel,1,1
364,7473,location,(41.7943165619035,1,1
365,7473,address,305 e garfield blvd,0,2
365,7473,address,305-307 e garfield,1,1
366,7473,dbaname,currency exchange cafe,1,1
367,7492,location,(41.888096290381576,1,1
368,7492,facilitytype,restaurant,1,1
369,7492,dbaname,londonhouse hotel,1,1
370,7496,location,(41.888096290381576,1,1
371,7496,facilitytype,restaurant,0,2
371,7496,facilitytype,banquet/kitchen,1,1
372,7496,dbaname,londonhouse hotel,1,1
373,7498,location,(41.888096290381576,1,1
374,7498,facilitytype,restaurant,1,1
375,7498,dbaname,londonhouse hotel,1,1
376,7500,location,(41.7943165619035,1,1
377,7500,address,305 e garfield blvd,0,2
377,7500,address,305-307 e garfield,1,1
378,7500,dbaname,currency exchange cafe,1,1
379,7512,location,(41.7943165619035,1,1
380,7512,address,305 e garfield blvd,1,1
381,7512,dbaname,currency exchange cafe,1,1
382,7829,location,(41.961499265953364,1,1
383,7829,facilitytype,school,1,1
383,7829,facilitytype,restaurant,0,2
384,7829,dbaname,chicago waldorf school,1,1
385,7983,location,(41.88188622746245,1,1
386,7983,facilitytype,restaurant,1,1
387,7983,dbaname,lloyds chicago restaurant,1,1
388,8000,location,(41.85094352340354,1,1
389,8000,facilitytype,daycare (2 - 6 years),1,1
389,8000,facilitytype,school,0,2
389,8000,facilitytype,restaurant,0,3
390,8000,dbaname,pui tak christian school,1,1
391,8054,location,(41.7943165619035,1,1
392,8054,address,305-307 e garfield,1,1
392,8054,address,305 e garfield blvd,0,2
393,8054,dbaname,currency exchange cafe,1,1
394,8360,location,(41.884083234870886,1,1
395,8360,facilitytype,daycare combo 1586,1,1
395,8360,facilitytype,restaurant,0,2
396,8360,dbaname,montessori academy of chicago i,1,1
397,8502,location,(41.88188622746245,1,1
398,8502,facilitytype,restaurant,1,1
399,8502,dbaname,lloyds chicago restaurant,1,1
400,8611,location,(41.80839591793109,1,1
401,8611,facilitytype,restaurant,1,1
402,8611,dbaname,bambi,1,1
403,8639,location,(41.878014487249544,1,1
404,8639,facilitytype,restaurant,1,1
405,8639,dbaname,gateway newstand,1,1
406,8748,location,(41.78027237989979,1,1
407,8748,address,717-719 e 63rd st,1,1
408,8748,dbaname,kidz creative concepts learning center,1,1
409,8757,location,(41.78027237989979,1,1
410,8757,address,717-719 e 63rd st,0,1
410,8757,address,717-723 e 63rd st,1,2
411,8757,dbaname,kidz creative concepts learning center,1,1
412,8799,location,(41.655906736353224,1,1
413,8799,facilitytype,daycare above and under 2 years,1,2
413,8799,facilitytype,school,0,1
413,8799,facilitytype,restaurant,0,3
414,8799,dbaname,altgeld gardens daycare,1,1
415,8801,location,(41.80839591793109,1,1
416,8801,facilitytype,push carts,1,1
416,8801,facilitytype,restaurant,0,2
417,8801,dbaname,bambi,1,1
418,8805,location,(41.80839591793109,1,1
419,8805,facilitytype,wholesale,1,1
419,8805,facilitytype,restaurant,0,2
420,8805,dbaname,bambi,1,1
421,8855,location,(41.84467072147077,1,1
422,8855,address,2637 s throop st,1,1
423,8855,dbaname,helados mundos,1,1
424,8872,location,(41.884083234870886,1,1
425,8872,facilitytype,school,1,1
425,8872,facilitytype,restaurant,0,2
426,8872,dbaname,montessori academy of chicago i,1,1
427,8875,location,(41.884083234870886,1,1
428,8875,facilitytype,daycare combo 1586,0,1
428,8875,facilitytype,daycare above and under 2 years,1,2
428,8875,facilitytype,restaurant,0,3
429,8875,dbaname,montessori academy of chicago i,1,1
430,8884,location,(41.884083234870886,1,1
431,8884,facilitytype,daycare combo 1586,1,1
431,8884,facilitytype,restaurant,0,2
432,8884,dbaname,montessori academy of chicago i,1,1
433,8912,location,(41.951064053085005,1,1
434,8912,address,3800-3804 n clark st,1,1
435,8912,dbaname,uncommon ground,1,1
436,8932,location,(41.84467072147077,1,1
437,8932,address,2637 s throop st,1,1
438,8932,dbaname,helados mundos,1,1
439,9044,location,(41.729071788192,1,1
440,9044,facilitytype,restaurant,1,1
441,9044,dbaname,moore house,1,1
442,9073,location,(41.91767649798009,1,1
443,9073,address,2003-2009 n western ave,0,1
443,9073,address,2003-2011 n western ave,1,2
444,9073,dbaname,lazos tacos,1,1
445,9150,location,(41.943432313397565,1,1
446,9150,address,3400 n ashland ave,1,1
447,9150,dbaname,cafe el tapatio,1,1
448,9152,location,(41.943432313397565,1,1
449,9152,address,3400 n ashland ave,0,1
449,9152,address,3400-3402 n ashland ave,1,2
450,9152,dbaname,cafe el tapatio,1,1
451,9158,location,(41.943432313397565,1,1
452,9158,address,3400 n ashland ave,0,1
452,9158,address,3400-3402 n ashland ave,1,2
453,9158,dbaname,cafe el tapatio,1,1
454,9170,location,(41.884187507127805,1,1
455,9170,facilitytype,restaurant,1,1
456,9170,dbaname,beavers coffee & donuts,1,1
457,9265,location,(42.008536400868735,1,1
458,9265,address,11601 w touhy ave,1,1
459,9265,dbaname,host international inc,1,1
460,9405,location,(41.951064053085005,1,1
461,9405,address,3800-3804 n clark st,1,1
462,9405,dbaname,uncommon ground,1,1
463,9528,location,(41.93624830273888,1,1
464,9528,address,2945-2947 n broadway ave,1,1
465,9528,dbaname,pastoral,1,1
466,9598,location,(42.008536400868735,1,1
467,9598,address,11601 w touhy ave,1,1
468,9598,dbaname,host international inc,1,1
469,9625,location,(41.85094352340354,1,1
470,9625,facilitytype,school,1,1
470,9625,facilitytype,restaurant,0,2
471,9625,dbaname,pui tak christian school,1,1
472,9803,location,(41.931094868682656,1,1
473,9803,address,5805 w diversey ave,1,1
474,9803,dbaname,avenida del sabor,1,1
475,9835,location,(41.77868468007933,1,1
476,9835,facilitytype,daycare (2 - 6 years),1,1
476,9835,facilitytype,restaurant,0,2
477,9835,dbaname,the learning circle,1,1
478,10053,location,(41.93575126195393,1,1
479,10053,address,3018-3020 n cicero ave,1,1
480,10053,dbaname,sol de mexico tierra azteca,1,1
481,10059,location,(41.99800008495619,1,1
482,10059,facilitytype,daycare combo 1586,1,1
482,10059,facilitytype,restaurant,0,2
483,10059,dbaname,little kiddies inc.,1,1
484,10061,location,(41.99800008495619,1,1
485,10061,facilitytype,daycare combo 1586,0,1
485,10061,facilitytype,daycare above and under 2 years,1,2
485,10061,facilitytype,restaurant,0,3
486,10061,dbaname,little kiddies inc.,1,1
487,10231,location,(41.903372713964224,1,1
488,10231,address,1804-1806 w division st,1,1
489,10231,dbaname,smoke daddy,1,1
490,10376,location,(41.91795127107318,1,1
491,10376,facilitytype,daycare above and under 2 years,1,1
491,10376,facilitytype,restaurant,0,2
492,10376,dbaname,the goddard school chicago,1,1
493,10455,location,(41.87532906210967,1,1
494,10455,address,3435 w van buren,1,1
495,10455,dbaname,rml chicago,1,1
496,10470,location,(41.87532906210967,1,1
497,10470,address,3435 w van buren,1,1
498,10470,dbaname,rml chicago,1,1
499,10584,location,(41.92793172691967,1,1
500,10584,address,2555-2557 n pulaski rd,1,1
500,10584,address,2555 n pulaski rd,0,2
501,10584,dbaname,el cubanito,1,1
502,10621,location,(41.80839591793109,1,1
503,10621,facilitytype,restaurant,0,2
503,10621,facilitytype,push carts,1,1
504,10621,dbaname,bambi,1,1
505,10667,location,(41.903372713964224,1,1
506,10667,address,1804-1806 w division st,1,1
507,10667,dbaname,smoke daddy,1,1
508,11045,location,(41.994458784776384,1,1
509,11045,facilitytype,restaurant,0,2
509,11045,facilitytype,convenience,1,1
510,11045,dbaname,ins market,1,1
511,11153,location,(41.994458784776384,1,1
512,11153,facilitytype,convenience,1,1
512,11153,facilitytype,restaurant,0,2
513,11153,dbaname,ins market,1,1
514,11247,location,(41.88458626715456,1,1
515,11247,address,100 w randolph st ste c-19,1,2
515,11247,address,100 w randolph st,0,1
516,11247,dbaname,dunkin donuts,1,1
517,11557,location,(41.93624830273888,1,1
518,11557,address,2945-2947 n broadway ave,1,1
519,11557,dbaname,pastoral,1,1
520,11633,location,(41.994458784776384,1,1
521,11633,facilitytype,convenience,0,1
521,11633,facilitytype,restaurant,1,2
522,11633,dbaname,ins market,1,1
523,11636,location,(41.994458784776384,1,1
524,11636,facilitytype,restaurant,0,2
524,11636,facilitytype,convenience,1,1
525,11636,dbaname,ins market,1,1
526,11658,location,(41.91767649798009,1,1
527,11658,address,2003-2009 n western ave,0,1
527,11658,address,2003-2011 n western ave,1,2
528,11658,dbaname,lazos tacos,1,1
529,11662,location,(41.91767649798009,1,1
530,11662,address,2003-2009 n western ave,0,1
530,11662,address,2003-2011 n western ave,1,2
531,11662,dbaname,lazos tacos,1,1
532,11679,location,(41.91767649798009,1,1
533,11679,address,2003-2009 n western ave,1,1
534,11679,dbaname,lazos tacos,1,1
535,11706,location,(41.89983492074242,1,1
536,11706,facilitytype,restaurant,1,1
537,11706,dbaname,waldorf astoria chicago,1,1
538,11780,location,(41.880225571810314,1,1
539,11780,facilitytype,restaurant,1,1
540,11780,dbaname,little folks cottage inc,1,1
541,11786,location,(41.77883224217794,1,1
542,11786,address,3816-3818 w 63rd st,1,1
543,11786,dbaname,la quebrada #5,1,1
544,11828,location,(41.92259746567477,1,1
545,11828,address,2294 1/2 n milwaukee ave,1,1
546,11828,dbaname,cozy corner diner and pancake house,1,1
547,12086,location,(41.994458784776384,1,1
548,12086,facilitytype,restaurant,1,2
548,12086,facilitytype,convenience,0,1
549,12086,dbaname,ins market,1,1
550,12091,location,(41.994458784776384,1,1
551,12091,facilitytype,convenience,1,1
551,12091,facilitytype,restaurant,0,2
552,12091,dbaname,ins market,1,1
553,12254,location,(41.88458626715456,1,1
554,12254,address,100 w randolph st,1,1
555,12254,dbaname,dunkin donuts,1,1
556,12739,location,(41.95453268893165,1,1
557,12739,address,4000-4004 n sheridan rd,1,1
558,12739,dbaname,holiday club,1,1
559,12850,location,(42.00273166409286,1,1
560,12850,address,6727-6733 n olmsted ave,1,1
561,12850,dbaname,morettis,1,1
562,12970,location,(41.998008500459655,1,1
563,12970,facilitytype,daycare (2 - 6 years),1,1
563,12970,facilitytype,restaurant,0,2
564,12970,dbaname,out on faith learning center,1,1
565,12971,location,(42.00273166409286,1,1
566,12971,address,6727-6733 n olmsted ave,1,1
567,12971,dbaname,morettis,1,1
568,12975,location,(41.998008500459655,1,1
569,12975,facilitytype,daycare (2 - 6 years),0,1
569,12975,facilitytype,daycare above and under 2 years,1,2
569,12975,facilitytype,restaurant,0,3
570,12975,dbaname,out on faith learning center,1,1
571,13049,location,(41.88183546590967,1,1
572,13049,facilitytype,bakery,1,1
572,13049,facilitytype,restaurant,0,2
