425,facilitytype,school,8872
426,dbaname,montessori academy of chicago i,8872
427,location,(41.884083234870886,8875
428,facilitytype,daycare combo 1586,8875
429,dbaname,montessori academy of chicago i,8875
430,location,(41.884083234870886,8884
431,facilitytype,restaurant,8884
432,dbaname,montessori academy of chicago i,8884
433,location,(41.951064053085005,8912
434,address,3800-3804 n clark st,8912
435,dbaname,uncommon ground,8912
436,location,(41.84467072147077,8932
437,address,2637 s throop st,8932
438,dbaname,helados mundos,8932
439,location,(41.729071788192,9044
440,facilitytype,restaurant,9044
441,dbaname,moore house,9044
442,location,(41.91767649798009,9073
443,address,2003-2011 n western ave,9073
444,dbaname,lazos tacos,9073
445,location,(41.943432313397565,9150
446,address,3400 n ashland ave,9150
447,dbaname,cafe el tapatio,9150
448,location,(41.943432313397565,9152
449,address,3400-3402 n ashland ave,9152
450,dbaname,cafe el tapatio,9152
451,location,(41.943432313397565,9158
452,address,3400-3402 n ashland ave,9158
453,dbaname,cafe el tapatio,9158
454,location,(41.884187507127805,9170
455,facilitytype,restaurant,9170
456,dbaname,beavers coffee & donuts,9170
457,location,(42.008536400868735,9265
458,address,11601 w touhy ave,9265
459,dbaname,host international inc,9265
460,location,(41.951064053085005,9405
461,address,3800-3804 n clark st,9405
462,dbaname,uncommon ground,9405
463,location,(41.93624830273888,9528
464,address,2945-2947 n broadway ave,9528
465,dbaname,pastoral,9528
466,location,(42.008536400868735,9598
467,address,11601 w touhy ave,9598
468,dbaname,host international inc,9598
469,location,(41.85094352340354,9625
470,facilitytype,school,9625
471,dbaname,pui tak christian school,9625
472,location,(41.931094868682656,9803
473,address,5805 w diversey ave,9803
474,dbaname,avenida del sabor,9803
475,location,(41.77868468007933,9835
476,facilitytype,daycare (2 - 6 years),9835
477,dbaname,the learning circle,9835
478,location,(41.93575126195393,10053
479,address,3018-3020 n cicero ave,10053
480,dbaname,sol de mexico tierra azteca,10053
481,location,(41.99800008495619,10059
482,facilitytype,daycare combo 1586,10059
483,dbaname,little kiddies inc.,10059
484,location,(41.99800008495619,10061
485,facilitytype,daycare combo 1586,10061
486,dbaname,little kiddies inc.,10061
487,location,(41.903372713964224,10231
488,address,1804-1806 w division st,10231
489,dbaname,smoke daddy,10231
490,location,(41.91795127107318,10376
491,facilitytype,daycare above and under 2 years,10376
492,dbaname,the goddard school chicago,10376
493,location,(41.87532906210967,10455
494,address,3435 w van buren,10455
495,dbaname,rml chicago,10455
496,location,(41.87532906210967,10470
497,address,3435 w van buren,10470
498,dbaname,rml chicago,10470
499,location,(41.92793172691967,10584
500,address,2555-2557 n pulaski rd,10584
501,dbaname,el cubanito,10584
502,location,(41.80839591793109,10621
503,facilitytype,push carts,10621
504,dbaname,bambi,10621
505,location,(41.903372713964224,10667
506,address,1804-1806 w division st,10667
507,dbaname,smoke daddy,10667
508,location,(41.994458784776384,11045
509,facilitytype,convenience,11045
510,dbaname,ins market,11045
511,location,(41.994458784776384,11153
512,facilitytype,convenience,11153
513,dbaname,ins market,11153
514,location,(41.88458626715456,11247
515,address,100 w randolph st ste c-19,11247
516,dbaname,dunkin donuts,11247
517,location,(41.93624830273888,11557
518,address,2945-2947 n broadway ave,11557
519,dbaname,pastoral,11557
520,location,(41.994458784776384,11633
521,facilitytype,convenience,11633
522,dbaname,ins market,11633
523,location,(41.994458784776384,11636
524,facilitytype,convenience,11636
525,dbaname,ins market,11636
526,location,(41.91767649798009,11658
527,address,2003-2011 n western ave,11658
528,dbaname,lazos tacos,11658
529,location,(41.91767649798009,11662
530,address,2003-2011 n western ave,11662
531,dbaname,lazos tacos,11662
532,location,(41.91767649798009,11679
533,address,2003-2009 n western ave,11679
534,dbaname,lazos tacos,11679
535,location,(41.89983492074242,11706
536,facilitytype,restaurant,11706
537,dbaname,waldorf astoria chicago,11706
538,location,(41.880225571810314,11780
539,facilitytype,restaurant,11780
540,dbaname,little folks cottage inc,11780
541,location,(41.77883224217794,11786
542,address,3816-3818 w 63rd st,11786
543,dbaname,la quebrada #5,11786
544,location,(41.92259746567477,11828
545,address,2294 1/2 n milwaukee ave,11828
546,dbaname,cozy corner diner and pancake house,11828
547,location,(41.994458784776384,12086
548,facilitytype,convenience,12086
549,dbaname,ins market,12086
550,location,(41.994458784776384,12091
551,facilitytype,convenience,12091
552,dbaname,ins market,12091
553,location,(41.88458626715456,12254
554,address,100 w randolph st,12254
555,dbaname,dunkin donuts,12254
556,location,(41.95453268893165,12739
557,address,4000-4004 n sheridan rd,12739
558,dbaname,holiday club,12739
559,location,(42.00273166409286,12850
560,address,6727-6733 n olmsted ave,12850
561,dbaname,morettis,12850
562,location,(41.998008500459655,12970
563,facilitytype,daycare (2 - 6 years),12970
564,dbaname,out on faith learning center,12970
565,location,(42.00273166409286,12971
566,address,6727-6733 n olmsted ave,12971
567,dbaname,morettis,12971
568,location,(41.998008500459655,12975
569,facilitytype,daycare (2 - 6 years),12975
570,dbaname,out on faith learning center,12975
571,location,(41.88183546590967,13049
572,facilitytype,bakery,13049
573,dbaname,dunkin donuts,13049
574,location,(41.7943165619035,13324
575,address,305 e garfield blvd,13324
576,dbaname,currency exchange cafe,13324
577,location,(41.89983492074242,13458
578,facilitytype,restaurant,13458
579,dbaname,waldorf astoria chicago,13458
580,location,(41.89983492074242,13461
581,facilitytype,restaurant,13461
582,dbaname,waldorf astoria chicago,13461
583,location,(41.99496878030707,13499
584,address,6249-6251 n milwaukee,13499
585,dbaname,ings china king,13499
586,location,(41.95453268893165,13504
587,address,4000-4004 n sheridan rd,13504
588,dbaname,holiday club,13504
589,location,(41.75128530466005,13629
590,address,522 e 79th st,13629
591,dbaname,caribbean spice,13629
592,location,(41.88183546590967,13642
593,facilitytype,restaurant,13642
594,dbaname,dunkin donuts,13642
595,location,(41.75128530466005,13727
596,address,522 e 79th st,13727
597,dbaname,caribbean spice,13727
598,location,(41.7943165619035,13769
599,address,305 e garfield blvd,13769
600,dbaname,currency exchange cafe,13769
601,location,(41.884187507127805,13771
602,facilitytype,restaurant,13771
603,dbaname,beavers coffee & donuts,13771
604,location,(41.87655166174297,13805
605,address,815 w van buren,13805
606,dbaname,giordanos of greektown,13805
607,location,(41.99496878030707,13833
608,address,6249-6251 n milwaukee,13833
609,dbaname,ings china king,13833
610,location,(41.94002723561704,14008
611,address,958 - 960 w belmont ave,14008
612,dbaname,cheesies pub & grub,14008
613,location,(41.70727358161855,14016
614,address,2 w 103rd st,14016
615,dbaname,sky lake chinese kitchen,14016
616,location,(41.94002723561704,14147
617,address,958 - 960 w belmont ave,14147
618,dbaname,cheesies pub & grub,14147
619,location,(41.87279886935482,14301
620,facilitytype,restaurant,14301
621,dbaname,chicago hilton & towers,14301
622,location,(41.75128530466005,14349
623,address,522 e 79th st,14349
624,dbaname,caribbean spice,14349
625,location,(41.990520089587605,14421
626,address,5951-5953 n broadway,14421
627,dbaname,indie cafe,14421
628,location,(41.884187507127805,14422
629,facilitytype,restaurant,14422
630,dbaname,beavers coffee & donuts,14422
631,location,(42.008536400868735,14589
632,address,11601 w touhy ave,14589
633,dbaname,host international inc,14589
634,location,(41.94002723561704,14638
635,address,958 - 960 w belmont ave,14638
636,dbaname,cheesies pub & grub,14638
637,location,(41.87279886935482,14640
638,facilitytype,restaurant,14640
639,dbaname,chicago hilton & towers,14640
640,location,(41.87279886935482,14650
641,facilitytype,employee kitchen,14650
642,dbaname,chicago hilton & towers,14650
643,location,(41.8716986890444,14871
644,address,805 s state st,14871
645,dbaname,lou malnatis pizzeria,14871
646,location,(41.931981578313795,14962
647,address,2815-2817 w diversey ave,14962
648,dbaname,l patron,14962
649,location,(41.90367478181266,14995
650,facilitytype,restaurant,14995
651,dbaname,chicago q,14995
652,location,(41.90367478181266,15063
653,facilitytype,restaurant,15063
654,dbaname,chicago q,15063
655,location,(41.89983492074242,15091
656,facilitytype,restaurant,15091
657,dbaname,waldorf astoria chicago,15091
658,location,(42.008536400868735,15173
659,address,11601 w touhy ave,15173
660,dbaname,host international inc,15173
661,location,(41.77110726848157,15198
662,address,4531-35 w marquette rd,15198
663,dbaname,supermercado los cuates,15198
664,location,(42.008536400868735,15218
665,address,11601 w touhy ave,15218
666,dbaname,host international inc,15218
667,location,(41.71334157464564,15336
668,facilitytype,school,15336
669,dbaname,beverly montessori school,15336
670,location,(41.706792177425825,15392
671,facilitytype,daycare above and under 2 years,15392
672,dbaname,the lords hands daycare,15392
673,location,(41.706792177425825,15524
674,facilitytype,daycare above and under 2 years,15524
675,dbaname,the lords hands daycare,15524
676,location,(41.77110726848157,15526
677,address,4531-4535 w marquette rd,15526
678,dbaname,supermercado los cuates,15526
679,location,(41.71334157464564,15538
680,facilitytype,daycare (2 - 6 years),15538
681,dbaname,beverly montessori school,15538
682,location,(41.91849213778706,15544
683,address,2008 n halsted st,15544
684,dbaname,subway,15544
685,location,(41.706792177425825,15698
686,facilitytype,daycare above and under 2 years,15698
687,dbaname,the lords hands daycare,15698
688,location,(41.79510461857906,15756
689,facilitytype,restaurant,15756
690,dbaname,open produce,15756
691,location,(41.94550975342797,15851
692,address,3501-3505 n halsted st fl 1,15851
693,dbaname,little jims,15851
694,location,(41.94550975342797,15887
695,address,3501 n halsted st,15887
696,dbaname,little jims,15887
697,location,(41.89983492074242,15936
698,facilitytype,restaurant,15936
699,dbaname,waldorf astoria chicago,15936
700,location,(41.89983492074242,15938
701,facilitytype,restaurant,15938
702,dbaname,waldorf astoria chicago,15938
703,location,(41.998008500459655,16213
704,facilitytype,daycare (2 - 6 years),16213
705,dbaname,out on faith learning center,16213
706,location,(41.909676222517476,16237
707,facilitytype,restaurant,16237
708,address,4301-4305 w north ave,16237
709,dbaname,buy low liquors,16237
710,location,(41.99798375025185,16350
711,address,2032-2036 w devon ave,16350
712,dbaname,ghareeb nawaz restaurant,16350
713,location,(41.909676222517476,16538
714,facilitytype,restaurant,16538
715,address,4301-4305 w north ave,16538
716,dbaname,buy low liquors,16538
717,location,(41.69234712576441,16862
718,address,1200-1210 w 111th st,16862
719,dbaname,marathon,16862
720,location,(41.69234712576441,16865
721,address,1200 w 111th st,16865
722,dbaname,marathon,16865
723,location,(41.69234712576441,16866
724,address,1200 w 111th st,16866
725,dbaname,marathon,16866
726,location,(41.91767649798009,16884
727,address,2003-2009 n western ave,16884
728,dbaname,lazos tacos,16884
729,location,(42.008536400868735,17023
730,address,11601 w touhy ave,17023
731,dbaname,host international inc,17023
732,location,(41.81621346608599,17046
733,address,4310-4314 s prairie ave,17046
734,dbaname,the game,17046
735,location,(42.008536400868735,17179
736,address,11601 w touhy ave,17179
737,dbaname,host international inc,17179
738,location,(41.943432313397565,17264
739,address,3400 n ashland ave,17264
740,dbaname,cafe el tapatio,17264
741,location,(41.69234712576441,17284
742,address,1200 w 111th st,17284
743,dbaname,marathon,17284
744,location,(41.88183546590967,17304
745,facilitytype,restaurant,17304
746,dbaname,dunkin donuts,17304
747,location,(41.91767649798009,17307
748,address,2003-2009 n western ave,17307
749,dbaname,lazos tacos,17307
750,location,(41.749914910076974,17476
751,facilitytype,restaurant,17476
752,dbaname,lordanchild christian day care inc.,17476
753,location,(42.008536400868735,17640
754,facilitytype,restaurant,17640
755,dbaname,garrett popcorn shops,17640
756,location,(41.87984160939149,17697
757,facilitytype,school,17697
758,dbaname,intercultural montessori language school,17697
759,location,(41.892094136861786,17714
760,facilitytype,restaurant,17714
761,dbaname,completely nuts,17714
762,location,(41.88458626715456,17728
763,address,100 w randolph st ste c-19,17728
764,dbaname,dunkin donuts,17728
765,location,(41.88458626715456,17748
766,address,100 w randolph st,17748
767,dbaname,dunkin donuts,17748
768,location,(41.93575126195393,17819
769,address,3018-3020 n cicero ave,17819
770,dbaname,sol de mexico tierra azteca,17819
771,location,(42.008536400868735,17830
772,address,11601 w touhy ave,17830
773,dbaname,host international inc,17830
774,location,(41.883040604417964,18144
775,address,101 n western ave,18144
776,dbaname,dunkin donuts,18144
777,location,(41.883040604417964,18147
778,address,101-111 n western ave,18147
779,dbaname,dunkin donuts,18147
780,location,(42.008536400868735,18245
781,address,11601 w touhy ave,18245
782,dbaname,host international inc,18245
783,location,(41.87655166174297,18299
784,address,815 w van buren,18299
785,dbaname,giordanos of greektown,18299
786,location,(41.909404662965976,18305
787,address,5133-5153 w north ave,18305
788,dbaname,bp,18305
789,location,(41.94000063078428,18344
790,address,3246 n central ave,18344
791,dbaname,retro cafe restaurant,18344
792,location,(41.94000063078428,18347
793,address,3246-3248 n central ave,18347
794,dbaname,retro cafe restaurant,18347
795,location,(41.94000063078428,18352
796,address,3246-3248 n central ave,18352
797,dbaname,retro cafe restaurant,18352
798,location,(41.909404662965976,18390
799,address,5133 w north ave,18390
800,dbaname,bp,18390
801,location,(41.94231341336203,18426
802,address,3313-3319 n broadway,18426
803,dbaname,wakamono,18426
804,location,(41.93624830273888,18429
805,address,2945-2947 n broadway ave,18429
806,dbaname,pastoral,18429
807,location,(42.008536400868735,18440
808,dbaname,host international inc.,18440
809,zip,60606,18440
810,location,(41.89983492074242,18543
811,facilitytype,restaurant,18543
812,dbaname,waldorf astoria chicago,18543
813,location,(41.89983492074242,18552
814,facilitytype,restaurant,18552
815,dbaname,waldorf astoria chicago,18552
816,location,(41.89983492074242,18570
817,facilitytype,restaurant,18570
818,dbaname,waldorf astoria chicago,18570
819,location,(41.88188622746245,18610
820,facilitytype,restaurant,18610
821,dbaname,lloyds chicago restaurant,18610
